country_name,slug_game,medals_total,athletes_unique,avg_rank,medal_share,medals_total_lag_1,athletes_unique_lag_1,cluster,pca_1,pca_2
Democratic Republic of the Congo,mexico-city-1968,3,4,30.0,0.0016277807921866521,1.0,7.0,2,-0.8900645662350483,-0.0323350469795537
Democratic Republic of the Congo,rio-2016,0,3,46.66666666666666,0.0,3.0,4.0,0,-1.218048440831754,0.875349981336246
Democratic Republic of the Congo,seoul-1988,3,11,43.75,0.001111934766493699,0.0,3.0,0,-1.0519534985175285,0.7389592918536186
Democratic Republic of the Congo,tokyo-2020,0,6,13.8,0.0,0.0,1.0,2,-0.678880995423691,-0.9451462709773705
Denmark,albertville-1992,0,6,45.083333333333336,0.0,0.0,0.0,0,-1.1890080460230101,0.782399511265493
Denmark,amsterdam-1928,13,33,8.805555555555555,0.010594947025264874,0.0,6.0,2,0.051244802319809775,-1.0528525179243318
Denmark,antwerp-1920,51,59,7.28125,0.039291217257318954,13.0,33.0,1,1.4641929718556812,-0.736604333347417
Denmark,athens-1896,6,4,4.090909090909091,0.021352313167259787,51.0,59.0,2,0.3943583781983842,-1.1472248206648399
Denmark,athens-2004,31,61,12.1875,0.011554230339172567,6.0,4.0,2,0.640957121055811,-0.6862261511049274
Denmark,atlanta-1996,28,65,13.064814814814817,0.010068320747932399,31.0,61.0,1,0.870253853040499,-0.5334683171621171
Denmark,barcelona-1992,38,73,14.126050420168069,0.012947189097103918,28.0,65.0,1,1.0936803121673329,-0.41396005499313837
Denmark,beijing-2008,28,53,12.25287356321839,0.009549795361527967,38.0,73.0,1,0.8105507059966359,-0.5807579011670593
Denmark,beijing-2022,24,4,14.3,0.018140589569160998,28.0,53.0,2,0.1844110477618759,-0.6245668148537248
Denmark,berlin-1936,40,56,9.033333333333331,0.02867383512544803,24.0,4.0,1,1.2049898585429928,-0.6867999039037385
Denmark,calgary-1988,0,1,14.0,0.0,40.0,56.0,2,-0.3221510633996412,-0.7678806692149306
Denmark,grenoble-1968,0,3,50.833333333333336,0.0,0.0,1.0,0,-1.3173095150388998,1.0919842846212786
Denmark,helsinki-1952,43,61,44.13333333333333,0.02247778358599059,0.0,3.0,0,0.38658753508132365,1.1447335710254851
Denmark,innsbruck-1964,0,2,32.2,0.0,43.0,61.0,2,-0.5761031806019785,0.25327795852378976
Denmark,lillehammer-1994,0,4,53.0,0.0,0.0,2.0,0,-1.3411279353634735,1.2142814841168736
Denmark,london-1908,22,27,11.794871794871796,0.021696252465483234,0.0,4.0,2,0.22442452198897647,-0.8216954926541189
Denmark,london-1948,70,72,26.506666666666668,0.05010737294201861,22.0,27.0,1,1.8172749013324856,0.5223446483494116
Denmark,london-2012,42,67,12.544642857142858,0.016122840690978888,70.0,72.0,1,1.5914960987809386,-0.29935993187574733
Denmark,los-angeles-1932,15,18,5.517241379310345,0.0234009360374415,42.0,67.0,2,0.5920553799684474,-1.0260760021928128
Denmark,los-angeles-1984,31,32,10.142857142857142,0.013242204186245195,15.0,18.0,2,0.4599761796999862,-0.828793208684502
Denmark,melbourne-1956,5,18,9.565217391304348,0.004374453193350831,31.0,32.0,2,-0.013588730167910686,-0.9697861293369154
Denmark,mexico-city-1968,27,34,15.924528301886792,0.01465002712967987,5.0,18.0,2,0.25116444886869965,-0.5600964174830987
Denmark,montreal-1976,22,33,11.862745098039216,0.010763209393346379,27.0,34.0,2,0.40845581687643423,-0.7247401722676432
Denmark,moscow-1980,17,29,9.897435897435898,0.0091991341991342,22.0,33.0,2,0.2503949336552219,-0.893383887158032
Denmark,munich-1972,31,47,15.675324675324676,0.014345210550670985,17.0,29.0,2,0.5800541972094787,-0.47015739920692656
Denmark,nagano-1998,3,7,24.25,0.003778337531486146,31.0,47.0,2,-0.4159861814357207,-0.19870330444611592
Denmark,oslo-1952,0,1,14.0,0.0,3.0,7.0,2,-0.7083892314991533,-0.9338836450459226
Denmark,paris-1900,9,9,11.7,0.011138613861386138,0.0,1.0,2,-0.31853140681698827,-0.9710499319142228
Denmark,paris-1924,23,58,11.135135135135137,0.019230769230769232,9.0,9.0,2,0.6622690483350702,-0.7413687772133416
Denmark,pyeongchang-2018,12,6,22.0,0.014134275618374558,23.0,58.0,2,-0.19462077469834616,-0.28251314699171004
Denmark,rio-2016,41,70,12.20754716981132,0.01455965909090909,12.0,6.0,1,0.9887435746331312,-0.5806803025376418
Denmark,rome-1960,34,36,12.964912280701755,0.01989467524868344,41.0,70.0,1,0.873184227994527,-0.5065531445602638
Denmark,salt-lake-city-2002,6,1,8.571428571428571,0.0076824583866837385,34.0,36.0,2,-0.0979912188486218,-1.0388049179438956
Denmark,seoul-1988,40,68,16.991666666666667,0.014825796886582653,6.0,1.0,1,0.8154783960244874,-0.35180218524886514
Denmark,sochi-2014,6,2,27.692307692307693,0.0064516129032258064,40.0,68.0,2,-0.35430762282734735,0.04173344113866289
Denmark,squaw-valley-1960,0,1,19.0,0.0,6.0,2.0,2,-0.7586059824543014,-0.644311139469167
Denmark,st-moritz-1948,0,2,22.5,0.0,0.0,1.0,2,-0.8667998483419601,-0.47530326017069147
Denmark,stockholm-1912,60,60,17.271929824561404,0.04914004914004914,0.0,2.0,1,1.4490949773467592,-0.16362118761085492
Denmark,sydney-2000,30,65,12.631067961165048,0.011210762331838564,60.0,60.0,1,1.2246362651370646,-0.41440380825675727
Denmark,tokyo-1964,24,33,9.68627450980392,0.013574660633484163,30.0,65.0,2,0.5451543487420564,-0.8118746203192883
Denmark,tokyo-2020,50,61,9.669902912621358,0.007011639321273314,24.0,33.0,1,1.0599813959778581,-0.6835895030640994
Denmark,turin-2006,3,0,8.0,0.0036275695284159614,50.0,61.0,2,-0.035539390610881134,-1.0299676541477525
Denmark,vancouver-2010,6,8,33.833333333333336,0.007471980074719801,3.0,0.0,2,-0.7561365201775113,0.23483320075331338
Djibouti,atlanta-1996,0,4,47.66666666666666,0.0,0.0,0.0,0,-1.2541590189054115,0.9197611589609238
Djibouti,barcelona-1992,2,5,28.5,0.0006814310051107325,0.0,4.0,2,-0.892510261383445,-0.12496400862464198
Djibouti,london-2012,0,4,42.333333333333336,0.0,2.0,5.0,0,-1.1463123636311598,0.6342139676336778
Djibouti,los-angeles-1984,0,3,20.0,0.0,0.0,4.0,2,-0.8145204667657296,-0.6107113451865519
Djibouti,rio-2016,0,4,26.75,0.0,0.0,3.0,2,-0.9130777996714502,-0.23531074126006324
Djibouti,seoul-1988,1,3,30.666666666666668,0.00037064492216456633,0.0,4.0,2,-0.969208696862388,-0.01602126991726727
Djibouti,tokyo-2020,0,1,9.0,0.0,0.0,1.0,2,-0.6581724805440051,-1.223456150622678
Dominica,atlanta-1996,0,1,60.0,0.0,0.0,0.0,0,-1.4898127441742215,1.5928944586810843
Dominica,sydney-2000,0,2,67.5,0.0,0.0,2.0,0,-1.600600080956857,2.009711983332628
Dominica,tokyo-2020,0,1,12.0,0.0,0.0,2.0,2,-0.7070924960516649,-1.0577884677224567
Dominican Republic,athens-2004,4,12,13.533333333333331,0.0014908684308609765,0.0,0.0,2,-0.5283322367220528,-0.9213514614239702
Dominican Republic,atlanta-1996,0,13,20.153846153846157,0.0,4.0,12.0,2,-0.6601466880121929,-0.5577861249089725
Dominican Republic,barcelona-1992,3,12,15.857142857142858,0.0010221465076660989,0.0,13.0,2,-0.5869626689741346,-0.7990672694116081
Dominican Republic,beijing-2008,8,17,15.782608695652174,0.002728512960436562,3.0,12.0,2,-0.40284607545434464,-0.748823436912625
Dominican Republic,london-2012,8,14,13.625,0.003071017274472169,8.0,17.0,2,-0.3448127152678778,-0.852111462720373
Dominican Republic,los-angeles-1984,1,13,13.0,0.00042716787697565144,8.0,14.0,2,-0.48162907736770494,-0.9290175916437128
Dominican Republic,mexico-city-1968,0,10,35.166666666666664,0.0,1.0,13.0,2,-0.9708105396296502,0.2498556181969639
Dominican Republic,montreal-1976,0,9,14.0,0.0,0.0,10.0,2,-0.6476042238313263,-0.9261568065810505
Dominican Republic,moscow-1980,0,4,17.0,0.0,0.0,9.0,2,-0.7540877492715559,-0.7737307106857826
Dominican Republic,munich-1972,0,5,35.0,0.0,0.0,4.0,2,-1.0360951403310008,0.222923704116536
Dominican Republic,rio-2016,1,16,22.4,0.0003551136363636364,0.0,5.0,2,-0.6849772654372545,-0.43816189764603586
Dominican Republic,seoul-1988,1,13,25.357142857142858,0.00037064492216456633,1.0,16.0,2,-0.7570621452224221,-0.2782570312687978
Dominican Republic,sydney-2000,0,6,18.83333333333333,0.0,1.0,13.0,2,-0.7505190409228918,-0.6627061471970929
Dominican Republic,tokyo-2020,33,21,8.4,0.004627681952040387,0.0,6.0,2,0.10180219609435283,-1.0476678187232595
Ecuador,athens-2004,0,12,29.846153846153847,0.0,0.0,0.0,2,-0.8714641485019873,-0.04314665752049906
Ecuador,atlanta-1996,7,16,24.23809523809524,0.0025170801869830997,0.0,12.0,2,-0.6003915551840252,-0.3030091309244434
Ecuador,barcelona-1992,0,10,37.0,0.0,7.0,16.0,0,-0.9380728882135395,0.3780163814554284
Ecuador,beijing-2008,1,22,26.8,0.00034106412005457026,0.0,10.0,2,-0.687863455096945,-0.17934903595114973
Ecuador,london-2012,0,32,23.96551724137931,0.0,0.0,1.0,2,-0.545316497471547,-0.3149241229310927
Ecuador,los-angeles-1984,0,9,34.333333333333336,0.0,0.0,32.0,2,-0.9791732178276871,0.1967019330760053
Ecuador,mexico-city-1968,3,13,54.44444444444444,0.0016277807921866521,0.0,9.0,0,-1.1954966515306342,1.3368980663464443
Ecuador,montreal-1976,0,4,14.666666666666666,0.0,3.0,13.0,2,-0.6847222400968691,-0.8891236521984568
Ecuador,moscow-1980,3,8,13.6,0.0016233766233766235,0.0,4.0,2,-0.5870899939766658,-0.9318959962108632
Ecuador,munich-1972,3,5,18.0,0.0013882461823229986,3.0,8.0,2,-0.6656263429629591,-0.6843443906488392
Ecuador,paris-1924,0,3,29.0,0.0,3.0,5.0,2,-0.9299639050644243,-0.10024859574283457
Ecuador,pyeongchang-2018,0,1,108.0,0.0,0.0,3.0,0,-2.272532992296778,4.243577385084626
Ecuador,rio-2016,0,35,32.28125,0.0,0.0,1.0,2,-0.6463803166817645,0.15223688851793116
Ecuador,seoul-1988,0,9,22.857142857142858,0.0,0.0,35.0,2,-0.7920347458063218,-0.4370426951613493
Ecuador,sydney-2000,0,8,26.444444444444443,0.0,0.0,9.0,2,-0.8620443975533179,-0.24159103195149353
Ecuador,tokyo-2020,3,39,22.657894736842103,0.00042069835927639884,0.0,8.0,2,-0.39613764578955474,-0.3544183900152047
Egypt,amsterdam-1928,7,9,5.923076923076923,0.0057049714751426246,0.0,0.0,2,-0.3339826018609727,-1.3201723857445422
Egypt,antwerp-1920,3,4,13.666666666666666,0.0023112480739599386,7.0,9.0,2,-0.5507250116486786,-0.9046447799317445
Egypt,athens-2004,18,43,19.814814814814813,0.006708907938874394,3.0,4.0,2,0.02738242928122707,-0.3997062022592546
Egypt,atlanta-1996,3,13,22.3,0.0010787486515641855,18.0,43.0,2,-0.49175356534290254,-0.3596428127602518
Egypt,barcelona-1992,16,28,25.357142857142858,0.00545144804088586,3.0,13.0,2,-0.2820113833136458,-0.14673709304154314
Egypt,beijing-2008,24,57,22.805194805194805,0.008185538881309686,16.0,28.0,2,0.37966897772864727,-0.10826635672412509
Egypt,berlin-1936,13,23,8.541666666666666,0.00931899641577061,24.0,57.0,2,0.17160540663444715,-0.9913447620010101
Egypt,helsinki-1952,38,53,64.1900826446281,0.01986408782017773,13.0,23.0,0,-0.004647332456921077,2.258162342920344
Egypt,london-1948,20,46,54.63917525773196,0.014316392269148175,38.0,53.0,0,0.002029058891094768,1.727177763040993
Egypt,london-2012,28,77,17.232323232323232,0.010748560460652591,20.0,46.0,1,0.835935610193332,-0.3181738316034307
Egypt,los-angeles-1984,27,63,21.057471264367816,0.011533532678342588,28.0,77.0,2,0.6941673672246672,-0.10914093955488163
Egypt,mexico-city-1968,3,15,15.0,0.0016277807921866521,27.0,63.0,2,-0.2474141622346277,-0.7148912302966333
Egypt,montreal-1976,6,8,14.285714285714286,0.0029354207436399216,3.0,15.0,2,-0.5061718563176283,-0.8628190761878406
Egypt,munich-1972,3,11,16.666666666666668,0.0013882461823229986,6.0,8.0,2,-0.5434912937050749,-0.728624866788829
Egypt,paris-1924,3,8,13.88888888888889,0.002508361204013378,3.0,11.0,2,-0.5470643818261923,-0.8989360612831672
Egypt,rio-2016,26,77,18.63809523809524,0.009232954545454546,3.0,8.0,2,0.5853105081426553,-0.331217475321405
Egypt,sarajevo-1984,2,1,50.66666666666666,0.005141388174807198,26.0,77.0,0,-0.9609846663611838,1.2230692310960964
Egypt,seoul-1988,12,34,23.83783783783784,0.004447739065974796,2.0,1.0,2,-0.26833609471499276,-0.2399120384580362
Egypt,sydney-2000,14,50,25.43076923076923,0.00523168908819133,12.0,34.0,2,0.033426522101982215,-0.053237706500561595
Egypt,tokyo-1964,6,24,19.06896551724138,0.003393665158371041,14.0,50.0,2,-0.2781911953834998,-0.5051137189302103
Egypt,tokyo-2020,84,74,13.560240963855422,0.011779554059739168,6.0,24.0,1,1.4940006959011367,-0.3544037057719746
El Salvador,athens-2004,0,5,23.857142857142858,0.0,0.0,0.0,2,-0.8543922255882643,-0.39241340379857165
El Salvador,atlanta-1996,0,6,28.285714285714285,0.0,0.0,5.0,2,-0.9150947845892481,-0.14520803068773055
El Salvador,barcelona-1992,0,2,22.75,0.0,0.0,6.0,2,-0.8708765163009318,-0.46149761992900634
El Salvador,beijing-2008,0,11,22.545454545454547,0.0,0.0,2.0,2,-0.763926742819511,-0.4489582871541961
El Salvador,london-2012,0,9,29.1,0.0,0.0,11.0,2,-0.8938349685532139,-0.09229613598326973
El Salvador,los-angeles-1984,0,7,35.75,0.0,0.0,9.0,2,-1.0252997402348876,0.2696372596435728
El Salvador,mexico-city-1968,6,27,38.52173913043478,0.0032555615843733042,0.0,7.0,0,-0.7091014459294168,0.5136977492262255
El Salvador,munich-1972,6,6,70.8,0.002776492364645997,6.0,27.0,0,-1.4218505377532875,2.2655705874652585
El Salvador,rio-2016,0,8,25.75,0.0,6.0,6.0,2,-0.7880871034409381,-0.2530206311367341
El Salvador,seoul-1988,0,6,28.6,0.0,0.0,8.0,2,-0.9202197385948124,-0.127852368669612
El Salvador,sydney-2000,0,6,33.375,0.0,0.0,6.0,2,-0.9980840966111709,0.13583535994657353
El Salvador,tokyo-2020,0,2,20.0,0.0,0.0,6.0,2,-0.8260331687522436,-0.6133596625875426
Equatorial Guinea,beijing-2008,0,1,21.0,0.0,0.0,1.0,2,-0.8538525425746443,-0.5607854190217929
Equatorial Guinea,sydney-2000,0,2,72.0,0.0,0.0,1.0,0,-1.6739801042183466,2.25821350768296
Eritrea,athens-2004,1,2,8.666666666666666,0.0003727171077152441,0.0,0.0,2,-0.6219431960389494,-1.2335576231926206
Eritrea,beijing-2008,0,7,21.428571428571427,0.0,1.0,2.0,2,-0.7813260348914168,-0.516742135858609
Eritrea,beijing-2022,0,1,39.0,0.0,0.0,7.0,0,-1.1473726356206029,0.4332206783795351
Eritrea,london-2012,0,8,33.42857142857143,0.0,0.0,1.0,2,-0.9759322643436369,0.14409034622891614
Eritrea,pyeongchang-2018,0,1,61.0,0.0,0.0,8.0,0,-1.5061194160101081,1.648117019647825
Eritrea,rio-2016,0,10,27.0,0.0,0.0,1.0,2,-0.848078255711338,-0.20561519661243402
Eritrea,tokyo-2020,0,11,28.4,0.0,0.0,10.0,2,-0.8593948942950652,-0.12565529385800678
Estonia,albertville-1992,12,19,30.64583333333333,0.019230769230769232,0.0,0.0,2,-0.3487516779886138,0.14659592753892958
Estonia,amsterdam-1928,12,16,6.705882352941177,0.009779951100244499,12.0,19.0,2,-0.010953714949189697,-1.1674148419070731
Estonia,antwerp-1920,3,8,4.428571428571429,0.0023112480739599386,12.0,16.0,2,-0.30183726922586246,-1.381769953258295
Estonia,athens-2004,6,29,22.766666666666666,0.0022363026462914647,3.0,8.0,2,-0.41330258086522437,-0.3416665912352113
Estonia,atlanta-1996,0,35,22.393939393939394,0.0,6.0,29.0,2,-0.4225179708406838,-0.3668463227362432
Estonia,barcelona-1992,9,31,18.22222222222222,0.0030664395229982964,0.0,35.0,2,-0.2940133682596669,-0.5849666987356057
Estonia,beijing-2008,6,35,26.34090909090909,0.0020463847203274215,9.0,31.0,2,-0.3427570477567854,-0.1022396630119393
Estonia,beijing-2022,16,25,38.32857142857143,0.012093726379440665,6.0,35.0,0,-0.3960308463535873,0.6017156501625095
Estonia,berlin-1936,10,19,6.8,0.007168458781362007,16.0,25.0,2,-0.0030536512777058072,-1.1551208929801067
Estonia,garmisch-partenkirchen-1936,1,5,22.625,0.004739336492890996,0.0,1.0,2,-0.7488040588351731,-0.437296190557758
Estonia,lillehammer-1994,15,24,30.2,0.0234375,1.0,5.0,2,-0.1688012462990678,0.16905635115501189
Estonia,london-2012,5,21,22.33333333333333,0.0019193857965451055,15.0,24.0,2,-0.39150641494516764,-0.33837818480807347
Estonia,los-angeles-1932,0,2,10.0,0.0,5.0,21.0,2,-0.6107721033529031,-1.1431524376831912
Estonia,nagano-1998,9,20,28.761904761904763,0.011335012594458438,0.0,2.0,2,-0.4671363954980793,0.0010708085781725525
Estonia,paris-1924,9,28,10.970588235294118,0.007525083612040134,9.0,20.0,2,-0.04874118788841274,-0.9351159434131899
Estonia,pyeongchang-2018,0,20,41.19444444444444,0.0,9.0,28.0,0,-0.870465558621623,0.6451006533489765
Estonia,rio-2016,3,35,22.944444444444443,0.001065340909090909,0.0,20.0,2,-0.43708582876207347,-0.34660390048595613
Estonia,salt-lake-city-2002,9,15,31.170731707317078,0.011523687580025609,3.0,35.0,2,-0.529802198556923,0.13506673126940638
Estonia,sochi-2014,11,24,46.51923076923077,0.011827956989247311,9.0,15.0,0,-0.5819653314029912,1.042951670912733
Estonia,st-moritz-1928,0,2,20.166666666666668,0.0,11.0,24.0,2,-0.713923383902514,-0.5548036663685566
Estonia,sydney-2000,3,30,20.4375,0.0011210762331838565,0.0,2.0,2,-0.4529242532865527,-0.49806199073869095
Estonia,tokyo-2020,5,24,19.25,0.0007011639321273314,3.0,30.0,2,-0.45042883509825976,-0.5594242754356813
Estonia,turin-2006,12,25,33.70909090909091,0.014510278113663845,5.0,24.0,2,-0.3490137239288079,0.3351596972332591
Estonia,vancouver-2010,10,30,36.32142857142857,0.012453300124533,12.0,25.0,2,-0.31942683401575944,0.5074950533267832
Eswatini,tokyo-2020,0,1,17.0,0.0,0.0,0.0,2,-0.7886258552310978,-0.7816756628887547
Ethiopia,athens-2004,7,20,7.944444444444445,0.002609019754006709,0.0,0.0,2,-0.28725136807185864,-1.191824488565109
Ethiopia,atlanta-1996,3,13,15.727272727272728,0.0010787486515641855,7.0,20.0,2,-0.4994018221288011,-0.7719578813540537
Ethiopia,barcelona-1992,6,13,20.23076923076923,0.0020442930153321977,3.0,13.0,2,-0.5590653807494006,-0.5248480018902855
Ethiopia,beijing-2008,7,19,4.882352941176471,0.0023874488403819918,6.0,13.0,2,-0.18955821215061,-1.3375380033649322
Ethiopia,london-2012,7,29,11.48,0.002687140115163148,7.0,19.0,2,-0.16703349896874395,-0.9410281221314524
Ethiopia,melbourne-1956,3,7,23.375,0.0026246719160104987,7.0,29.0,2,-0.6697447827269165,-0.3593245843554205
Ethiopia,mexico-city-1968,5,14,15.625,0.0027129679869777536,3.0,7.0,2,-0.47593736824955674,-0.7780258502216704
Ethiopia,moscow-1980,7,22,12.590909090909092,0.003787878787878788,0.0,6.0,2,-0.32211823438258846,-0.9252132673014177
Ethiopia,munich-1972,5,15,19.785714285714285,0.0023137436372049976,7.0,22.0,2,-0.49657039035944717,-0.5292660723520523
Ethiopia,rio-2016,8,27,14.217391304347826,0.002840909090909091,5.0,15.0,2,-0.23961346641420506,-0.7993519541737946
Ethiopia,rome-1960,4,8,18.4,0.0023405500292568754,8.0,27.0,2,-0.5573467364312017,-0.6238968447205727
Ethiopia,sydney-2000,8,22,8.0,0.0029895366218236174,4.0,8.0,2,-0.20397711263494536,-1.1598246739827738
Ethiopia,tokyo-1964,4,10,23.9,0.0022624434389140274,8.0,22.0,2,-0.6251924283060846,-0.31518917861392254
Ethiopia,tokyo-2020,4,25,4.9375,0.000560931145701865,4.0,10.0,2,-0.21084367862241926,-1.3473882198192257
Ethiopia,turin-2006,0,1,83.0,0.0,4.0,25.0,0,-1.8231107187672333,2.8809596285735184
Ethiopia,vancouver-2010,0,1,93.0,0.0,0.0,1.0,0,-2.027932914758479,3.415238970583519
Federal Republic of Germany,calgary-1988,31,64,16.06086956521739,0.06724511930585683,0.0,0.0,1,1.3941914759645153,-0.2680921352210407
Federal Republic of Germany,grenoble-1968,28,65,16.13274336283186,0.09003215434083602,31.0,64.0,1,2.0327899558019156,-0.04355153598861564
Federal Republic of Germany,innsbruck-1976,25,44,13.063291139240508,0.07598784194528875,28.0,65.0,1,1.5559050291063785,-0.350910622439421
Federal Republic of Germany,lake-placid-1980,18,51,16.58888888888889,0.056782334384858045,25.0,44.0,1,1.1610518632725826,-0.25726299488785226
Federal Republic of Germany,los-angeles-1984,183,197,6.96100278551532,0.07817172148654421,18.0,51.0,3,5.498994205905601,0.33907630675297107
Federal Republic of Germany,mexico-city-1968,121,152,10.870292887029288,0.06565382528486163,183.0,197.0,3,5.6047592843843805,0.8677346556109735
Federal Republic of Germany,montreal-1976,137,139,7.235294117647059,0.06702544031311154,121.0,152.0,3,5.106024891843063,0.42652479101113966
Federal Republic of Germany,munich-1972,147,173,7.577617328519856,0.06802406293382693,137.0,139.0,3,5.810331326244838,0.6528978012017564
Federal Republic of Germany,sapporo-1972,21,54,15.595744680851064,0.06796116504854369,147.0,173.0,1,2.695729153889463,0.3004959085816451
Federal Republic of Germany,sarajevo-1984,19,62,15.591836734693878,0.04884318766066838,21.0,54.0,1,1.1554354390840775,-0.32879406218089874
Federal Republic of Germany,seoul-1988,153,192,9.397058823529411,0.05670867309117865,19.0,62.0,3,4.677806641077328,0.25390586790909475
Federated States of Micronesia,athens-2004,0,3,47.66666666666666,0.0,0.0,0.0,0,-1.2656717208919255,0.9171128415599332
Federated States of Micronesia,beijing-2008,0,3,52.333333333333336,0.0,0.0,3.0,0,-1.3417695227927298,1.1748181260713895
Federated States of Micronesia,london-2012,0,4,31.5,0.0,0.0,3.0,2,-0.9905344908919115,0.026996423331953855
Federated States of Micronesia,rio-2016,0,3,48.66666666666666,0.0,0.0,4.0,0,-1.2819783927278119,0.9723354025266736
Federated States of Micronesia,sydney-2000,0,4,61.66666666666666,0.0,0.0,3.0,0,-1.4824524246078237,1.6928770124952899
Fiji,athens-2004,0,4,34.0,0.0,0.0,0.0,2,-1.031301170481628,0.16505282574880492
Fiji,atlanta-1996,0,10,28.7,0.0,0.0,4.0,2,-0.8757995978323452,-0.11173684296897532
Fiji,barcelona-1992,3,11,41.68,0.0010221465076660989,0.0,10.0,0,-1.0195602282542002,0.6242887160942586
Fiji,beijing-2008,0,4,26.75,0.0,3.0,11.0,2,-0.8817611914471655,-0.22185104051700982
Fiji,calgary-1988,0,1,83.0,0.0,0.0,4.0,0,-1.8648661963996132,2.863013360916114
Fiji,lillehammer-1994,0,1,88.0,0.0,0.0,1.0,0,-1.946399555579046,3.139126165749816
Fiji,london-2012,0,7,25.714285714285715,0.0,0.0,1.0,2,-0.8616506407390258,-0.2845605843440723
Fiji,los-angeles-1984,0,13,35.25,0.0,0.0,7.0,2,-0.9480701923978604,0.2579158835661467
Fiji,melbourne-1956,0,5,16.2,0.0,0.0,13.0,2,-0.7295297098163327,-0.8152604420581844
Fiji,montreal-1976,0,1,18.0,0.0,0.0,5.0,2,-0.8049325270669845,-0.7264531019220142
Fiji,rio-2016,9,9,19.166666666666668,0.0031960227272727275,0.0,1.0,2,-0.5607285704607822,-0.590555666519084
Fiji,salt-lake-city-2002,0,1,55.0,0.0,9.0,9.0,0,-1.314329560321934,1.3571607560765424
Fiji,seoul-1988,3,16,39.0,0.001111934766493699,0.0,1.0,0,-0.9169332973644972,0.4898937142665551
Fiji,sydney-2000,0,4,28.83333333333333,0.0,3.0,16.0,2,-0.9157334244385957,-0.10680403850296753
Fiji,tokyo-2020,48,3,4.313725490196078,0.006731173748422381,0.0,4.0,2,0.1975419313482523,-1.250103202249372
Finland,albertville-1992,26,42,18.63636363636364,0.041666666666666664,0.0,0.0,2,0.642899227815002,-0.3074684284032297
Finland,amsterdam-1928,28,62,20.95098039215686,0.022819885900570498,26.0,42.0,1,0.8482877815168769,-0.07724311456865282
Finland,antwerp-1920,59,57,4.941176470588236,0.045454545454545456,28.0,62.0,1,1.8384029640665043,-0.7458135427092659
Finland,athens-2004,5,37,18.130434782608692,0.0018635855385762206,59.0,57.0,2,0.31969620852869796,-0.33091463304827307
Finland,atlanta-1996,13,60,18.26923076923077,0.004674577490111471,5.0,37.0,2,0.1701851482587571,-0.46003578527403705
Finland,barcelona-1992,17,73,17.494949494949495,0.005792163543441226,13.0,60.0,2,0.48745086323515197,-0.41133812635815836
Finland,beijing-2008,8,45,18.33333333333333,0.002728512960436562,17.0,73.0,2,0.024059922270998468,-0.47100106607025544
Finland,beijing-2022,37,46,19.982142857142858,0.027966742252456538,8.0,45.0,2,0.6926924589478609,-0.1957725011602749
Finland,berlin-1936,30,72,16.315384615384616,0.021505376344086023,37.0,46.0,1,1.1611587671433645,-0.2543380426372652
Finland,calgary-1988,22,34,15.830985915492958,0.04772234273318872,30.0,72.0,1,0.9470210349417505,-0.3413622030973026
Finland,chamonix-1924,14,14,5.777777777777778,0.1076923076923077,22.0,34.0,1,1.597535696800876,-0.7783341522824683
Finland,cortina-d-ampezzo-1956,11,30,12.775510204081632,0.04721030042918455,14.0,14.0,2,0.6260874250546827,-0.6403265561195828
Finland,garmisch-partenkirchen-1936,8,19,9.657142857142857,0.037914691943127965,11.0,30.0,2,0.3371360459954124,-0.9048707115416029
Finland,grenoble-1968,16,33,15.84,0.05144694533762058,8.0,19.0,1,0.6804106531405262,-0.45227207208556086
Finland,helsinki-1952,86,127,30.218884120171676,0.04495556717198118,16.0,33.0,1,2.467251767418875,0.892054105751963
Finland,innsbruck-1964,17,35,12.555555555555555,0.061371841155234655,86.0,127.0,1,1.7353555641881295,-0.23445544669476476
Finland,innsbruck-1976,16,27,12.229508196721312,0.0486322188449848,17.0,35.0,1,0.7214771317180585,-0.63844500261396
Finland,lake-placid-1932,3,8,4.625,0.029411764705882353,16.0,27.0,2,0.14766471445718077,-1.2443565552538978
Finland,lake-placid-1980,21,32,13.6875,0.06624605678233439,3.0,8.0,1,0.9443619000298995,-0.5160850835122858
Finland,lillehammer-1994,25,39,17.686046511627907,0.0390625,21.0,32.0,1,0.7899553792768503,-0.2882758808925833
Finland,london-1908,18,35,24.2972972972973,0.01775147928994083,25.0,39.0,2,0.25929004906897674,-0.03039508558509589
Finland,london-1948,45,92,12.618055555555555,0.03221188260558339,18.0,35.0,1,1.6201555291721308,-0.38542238227972664
Finland,london-2012,5,45,21.089285714285715,0.0019193857965451055,45.0,92.0,2,0.21825079124604105,-0.20892105524214805
Finland,los-angeles-1932,27,37,5.709090909090909,0.0421216848673947,5.0,45.0,1,0.8688598900411297,-1.006166691071233
Finland,los-angeles-1984,21,78,12.67816091954023,0.00897052541648868,27.0,37.0,1,0.8724174231169183,-0.5718855477426903
Finland,melbourne-1956,30,46,13.718446601941748,0.026246719160104987,21.0,78.0,1,0.8090512829281999,-0.5193854615930676
Finland,mexico-city-1968,16,53,18.966666666666665,0.008681497558328812,30.0,46.0,2,0.4408431956729047,-0.2993441581761046
Finland,montreal-1976,18,60,13.63888888888889,0.008806262230919765,16.0,53.0,2,0.4913165395112712,-0.6290036113823445
