country_name,slug_game,medals_total,athletes_unique,avg_rank,medal_share,medals_total_lag_1,athletes_unique_lag_1,cluster,pca_1,pca_2
Antigua and Barbuda,beijing-2008,0,1,96.0,0.0,0.0,8.0,0,-2.076852930266139,3.58090665348374
Antigua and Barbuda,london-2012,0,1,55.0,0.0,0.0,1.0,0,-1.4082793849947886,1.3167816538473822
Antigua and Barbuda,los-angeles-1984,0,3,30.0,0.0,0.0,1.0,2,-0.9775871851245955,-0.05848573551914751
Antigua and Barbuda,rio-2016,0,3,50.5,0.0,0.0,1.0,0,-1.311873957760271,1.0735767642990317
Antigua and Barbuda,seoul-1988,0,5,27.75,0.0,0.0,3.0,2,-0.9178717695208228,-0.17743986289233213
Antigua and Barbuda,sydney-2000,0,1,39.0,0.0,0.0,5.0,0,-1.1473726356206029,0.4332206783795351
Antigua and Barbuda,tokyo-2020,0,2,30.0,0.0,0.0,1.0,2,-0.9890998871111095,-0.0611340529201382
Argentina,albertville-1992,0,20,64.56410256410257,0.0,0.0,0.0,0,-1.345496729168605,1.895253921404518
Argentina,amsterdam-1928,36,34,11.830188679245284,0.029339853300733496,0.0,20.0,2,0.6111528648142487,-0.7122770204286475
Argentina,antwerp-1920,0,1,16.0,0.0,36.0,34.0,2,-0.3965198847037942,-0.6753818149388542
Argentina,athens-2004,29,67,18.471698113207548,0.01080879612374208,0.0,1.0,2,0.5063637096627267,-0.3615415954540378
Argentina,atlanta-1996,42,75,19.23148148148148,0.015102481121898598,29.0,67.0,1,1.1310913524625659,-0.096947920258021
Argentina,barcelona-1992,11,50,21.53731343283582,0.003747870528109029,42.0,75.0,2,0.34669389216087027,-0.15208609768298526
Argentina,beijing-2008,26,54,17.759036144578314,0.008867667121418827,11.0,50.0,2,0.4128246628572166,-0.40624421969710417
Argentina,beijing-2022,0,6,54.4,0.0,26.0,54.0,0,-1.0695212673502186,1.413540444045421
Argentina,berlin-1936,22,21,8.0,0.015770609318996417,0.0,6.0,2,0.12737416189143355,-1.0708981261413146
Argentina,calgary-1988,1,15,40.36666666666667,0.0021691973969631237,22.0,21.0,0,-0.7323027877951767,0.6573305151431095
Argentina,grenoble-1968,0,7,45.875,0.0,1.0,15.0,0,-1.1799659231651445,0.833252256346171
Argentina,helsinki-1952,54,60,28.316326530612244,0.028227914270778882,0.0,7.0,1,0.8701129670951336,0.33747889607692677
Argentina,innsbruck-1964,3,10,36.2,0.010830324909747292,54.0,60.0,2,-0.22928315578792122,0.6006069084017277
Argentina,innsbruck-1976,0,8,50.125,0.0,3.0,10.0,0,-1.2168788376649586,1.0795695916845107
Argentina,lake-placid-1980,3,12,42.8421052631579,0.00946372239747634,0.0,8.0,0,-0.8989903584544257,0.7249456008408086
Argentina,lillehammer-1994,0,10,40.6,0.0,3.0,12.0,0,-1.0385323844551109,0.5588713332782895
Argentina,london-1908,0,1,7.0,0.0,0.0,10.0,2,-0.625559136872232,-1.333901272556159
Argentina,london-1948,70,86,42.2312925170068,0.05010737294201861,0.0,1.0,1,1.4923812886819974,1.3290707295471471
Argentina,london-2012,19,63,16.51219512195122,0.007293666026871401,70.0,86.0,1,1.0333918489563962,-0.22201139011999863
Argentina,los-angeles-1932,12,27,8.10344827586207,0.0187207488299532,19.0,63.0,2,0.3015458323610069,-0.9938651750912907
Argentina,los-angeles-1984,28,55,19.95294117647059,0.01196070055531824,12.0,27.0,2,0.4731617618961593,-0.25723155852562285
Argentina,melbourne-1956,5,24,8.833333333333334,0.004374453193350831,28.0,55.0,2,0.03610546668213881,-1.0077724376859145
Argentina,mexico-city-1968,36,40,14.25,0.019533369506239826,5.0,24.0,2,0.5442597867713714,-0.5796308416458743
Argentina,montreal-1976,30,34,24.19047619047619,0.014677103718199608,36.0,40.0,2,0.48127742529290346,0.04805409251515164
Argentina,munich-1972,31,36,19.47826086956522,0.014345210550670985,30.0,34.0,2,0.5271065451307629,-0.23095564489218712
Argentina,nagano-1998,0,2,28.0,0.0,31.0,36.0,2,-0.6328815917883938,-0.03249560050873391
Argentina,oslo-1952,3,8,40.642857142857146,0.01694915254237288,0.0,2.0,0,-0.7956704132572331,0.6229060900323393
Argentina,paris-1900,0,1,5.0,0.0,3.0,8.0,2,-0.561629184976174,-1.4308866937465865
Argentina,paris-1924,17,40,13.41304347826087,0.014214046822742474,0.0,1.0,2,0.16609731739907754,-0.7487160644318993
